paper_id,cds_score
007f4927e60699392425f267d43f0940-Paper-Conference,0.17333333333333334
00296c0e10cd24d415c2db63ea2a2c68-Paper-Conference,-0.1166666666666667
002262941c9edfd472a79298b2ac5e17-Paper-Conference,-0.18333333333333335
0073cc73e1873b35345209b50a3dab66-Paper-Conference,-0.25
0021c2cb1b9b6a71ac478ea52a93b25a-Paper-Conference,-0.2583333333333334
00bb4e415ef117f2dee2fc3b778d806d-Paper-Conference,-0.41666666666666663
0001ca33ba34ce0351e4612b744b3936-Paper-Conference,-0.4666666666666667
001608167bb652337af5df0129aeaabd-Paper-Conference,-0.4666666666666667
00db17c36b5435195760520efa96d99c-Paper-Conference,-0.49966666666666665
